age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi
32.0,Male,Married,High School,93800.0,Government,7.6,Mid-size,Rented,14700.0,2,1,3200.0,0.0,10600.0,14600.0,13600.0,No,0.0,669.0,506300.0,262300.0,Education EMI,375000.0,13,Not_Eligible,20405.0
32.0,Male,Single,Post Graduate,123600.0,Private,0.6,Large Indian,Rented,37600.0,1,0,0.0,0.0,13200.0,33600.0,24500.0,No,0.0,648.0,776600.0,392200.0,Education EMI,72000.0,6,Not_Eligible,5174.4
32.0,Male,Married,Graduate,40700.0,Self-employed,0.6,Startup,Own,0.0,3,2,3100.0,22600.0,3700.0,11700.0,5700.0,Yes,6800.0,636.0,59300.0,29500.0,E-commerce Shopping EMI,139000.0,20,Not_Eligible,500.0
38.0,MALE,Married,Graduate,43400.0,Government,8.4,MNC,Own,0.0,4,3,9800.0,21500.0,4700.0,9700.0,2700.0,Yes,4400.0,695.0,308600.0,151300.0,E-commerce Shopping EMI,133000.0,14,Not_Eligible,500.0
27.0,Female,Single,Post Graduate,118700.0,Private,1.3,Large Indian,Rented,20700.0,3,2,12100.0,0.0,12400.0,23800.0,10200.0,No,0.0,734.0,587200.0,152200.0,Education EMI,59000.0,35,Eligible,19750.0
58.0,Female,Married,Post Graduate,100600.0,Private,10.3,MNC,Family,0.0,5,4,0.0,0.0,11200.0,30200.0,5500.0,No,0.0,789.0,395600.0,160800.0,Vehicle EMI,788000.0,40,Eligible,32220.0
38.0,Female,Married,Graduate,64400.0,Private,12.8,Startup,Own,0.0,3,2,0.0,24200.0,6200.0,18400.0,11400.0,No,0.0,686.0,277600.0,124800.0,Education EMI,425000.0,9,Not_Eligible,2100.0
48.0,Female,Married,Post Graduate,26000.0,Private,3.0,Startup,Rented,8200.0,2,1,13100.0,0.0,3600.0,7100.0,5100.0,No,0.0,760.0,153000.0,78500.0,Home Appliances EMI,125000.0,9,Not_Eligible,500.0
48.0,Female,Married,Graduate,45700.0,Private,2.8,MNC,Family,0.0,5,4,0.0,0.0,3700.0,10800.0,8600.0,Yes,10600.0,721.0,340900.0,112300.0,Personal Loan EMI,371000.0,39,Not_Eligible,4620.0
27.0,Female,Single,Graduate,72500.0,Private,3.2,Large Indian,Rented,23400.0,1,0,0.0,0.0,3800.0,14600.0,11000.0,Yes,19500.0,999.0,37400.0,15000.0,Vehicle EMI,748000.0,39,Not_Eligible,500.0
58.0,Male,Married,High School,79900.0,Self-employed,18.9,Large Indian,Own,0.0,3,2,5700.0,0.0,11800.0,15000.0,6600.0,No,0.0,758.0,417000.0,136500.0,E-commerce Shopping EMI,162000.0,15,Eligible,22032.0
48.0,Male,Married,Graduate,61600.0,Private,17.7,MNC,Rented,19900.0,4,3,4200.0,10800.0,4800.0,11700.0,8700.0,No,0.0,647.0,150200.0,55200.0,Vehicle EMI,1.312e+06,82,Not_Eligible,600.0
58.0,Male,Married,Post Graduate,111700.0,Private,10.5,Mid-size,Rented,32400.0,3,2,3300.0,0.0,6400.0,25400.0,6100.0,No,0.0,730.0,871000.0,388100.0,E-commerce Shopping EMI,185000.0,15,Eligible,20955.0
38.0,Female,Married,Professional,68100.0,Private,8.3,Small,Own,0.0,2,1,5500.0,0.0,6000.0,19300.0,12500.0,No,0.0,576.0,480300.0,252100.0,Vehicle EMI,1.255e+06,63,Not_Eligible,10912.0
32.0,Female,Single,Graduate,37300.0,Private,6.5,MNC,Family,0.0,1,0,0.0,0.0,3800.0,7000.0,3500.0,No,0.0,660.0,165800.0,47000.0,Home Appliances EMI,65000.0,33,Eligible,11500.0
32.0,Male,Single,Graduate,25700.0,Private,5.0,Mid-size,Family,0.0,1,0,0.0,0.0,3800.0,7300.0,2600.0,No,0.0,763.0,143800.0,76400.0,Vehicle EMI,713000.0,58,Not_Eligible,7200.0
48.0,Female,Married,Professional,80500.0,Government,1.7,Mid-size,Rented,17100.0,4,3,0.0,0.0,4500.0,12600.0,7800.0,No,0.0,811.0,41000.0,17100.0,E-commerce Shopping EMI,100000.0,16,Eligible,18480.0
27.0,Male,Married,Post Graduate,55100.0,Private,2.4,Startup,Rented,9000.0,2,1,0.0,0.0,2900.0,8600.0,6100.0,No,0.0,680.0,271700.0,118100.0,Education EMI,259000.0,36,Eligible,14250.0
27.0,Male,Single,Professional,102900.0,Government,2.8,Large Indian,Family,0.0,3,2,8400.0,14700.0,6500.0,25700.0,8300.0,No,0.0,829.0,581800.0,233800.0,Education EMI,277000.0,45,Eligible,23580.0
38.0,Male,Single,High School,77300.0,Private,4.1,MNC,Rented,26100.0,1,0,0.0,0.0,4500.0,14600.0,14700.0,No,0.0,724.0,191600.0,104700.0,Vehicle EMI,815000.0,20,Not_Eligible,8700.0
38.0,Male,Married,Graduate,49700.0,Private,4.3,MNC,Rented,11200.0,2,1,0.0,0.0,3600.0,11500.0,3900.0,No,0.0,676.0,76600.0,34100.0,Education EMI,407000.0,19,Not_Eligible,7800.0
38.0,Female,Married,Post Graduate,113900.0,Government,13.0,Mid-size,Family,0.0,3,2,7300.0,0.0,16000.0,32700.0,14300.0,Yes,33700.0,754.0,389900.0,86700.0,Personal Loan EMI,658000.0,26,Not_Eligible,4573.8
32.0,Male,Married,Professional,100500.0,Private,0.7,Startup,Rented,23900.0,3,2,13300.0,0.0,5300.0,23500.0,11400.0,No,0.0,726.0,333500.0,74300.0,E-commerce Shopping EMI,106000.0,11,Not_Eligible,9240.0
48.0,Female,Married,Graduate,90600.0,Private,4.2,Startup,Rented,29800.0,3,2,5600.0,11200.0,12100.0,20800.0,9200.0,No,0.0,681.0,362800.0,137400.0,Home Appliances EMI,62000.0,13,Not_Eligible,950.0
32.0,Male,Married,Graduate,84800.0,Private,2.9,Mid-size,Own,0.0,3,2,0.0,0.0,10400.0,14900.0,16000.0,No,0.0,782.0,417400.0,175300.0,Home Appliances EMI,218000.0,27,Eligible,26100.0
38.0,Female,Married,Graduate,51900.0,Self-employed,2.8,Startup,Rented,17100.0,5,4,0.0,0.0,5300.0,15000.0,4700.0,No,0.0,575.0,184600.0,42100.0,Personal Loan EMI,629000.0,50,Not_Eligible,3528.0
48.0,Male,Married,Graduate,44000.0,Private,18.2,Startup,Own,0.0,3,2,7700.0,23400.0,2700.0,8300.0,4900.0,No,0.0,755.0,83300.0,25400.0,Home Appliances EMI,247000.0,23,Not_Eligible,500.0
32.0,Female,Married,Graduate,18000.0,Private,4.7,Startup,Own,0.0,2,1,8000.0,0.0,1100.0,5200.0,2700.0,Yes,4200.0,644.0,138600.0,68400.0,Home Appliances EMI,108000.0,14,Not_Eligible,500.0
48.0,Female,Married,High School,38800.0,Private,9.0,Large Indian,Own,0.0,3,2,0.0,0.0,3400.0,5800.0,4400.0,No,0.0,719.0,56700.0,15000.0,Personal Loan EMI,409000.0,27,Not_Eligible,10080.0
58.0,Male,Married,Graduate,46900.0,Private,3.0,MNC,Rented,12100.0,2,1,0.0,0.0,3100.0,13200.0,6000.0,Yes,13500.0,724.0,97000.0,55000.0,Home Appliances EMI,56000.0,7,Not_Eligible,500.0
32.0,Female,Married,Post Graduate,23400.0,Private,3.1,MNC,Family,0.0,3,2,0.0,0.0,2700.0,7000.0,3400.0,No,0.0,825.0,86600.0,45200.0,Home Appliances EMI,189000.0,24,Not_Eligible,6180.0
27.0,Male,Single,Post Graduate,56400.0,Private,2.4,Large Indian,Own,0.0,3,2,10000.0,20100.0,5900.0,9300.0,9700.0,No,0.0,747.0,361100.0,88400.0,Personal Loan EMI,182000.0,31,Not_Eligible,770.0
32.0,Male,Married,Post Graduate,36900.0,Government,0.5,Large Indian,Own,0.0,3,2,2600.0,0.0,4300.0,7600.0,7200.0,No,0.0,725.0,295000.0,103900.0,Personal Loan EMI,160000.0,14,Not_Eligible,8360.0
48.0,Male,Married,Graduate,20000.0,Government,3.0,Mid-size,Rented,6100.0,3,2,11400.0,0.0,2000.0,5400.0,3100.0,No,0.0,766.0,139000.0,31100.0,Education EMI,416000.0,46,Not_Eligible,500.0
27.0,Male,Single,Professional,104200.0,Private,1.9,MNC,Rented,31300.0,3,2,9200.0,0.0,13600.0,19400.0,16500.0,No,0.0,680.0,753800.0,433300.0,Vehicle EMI,366000.0,51,Not_Eligible,7810.0
27.0,Male,Married,Graduate,82200.0,Private,0.5,Small,Rented,14800.0,5,4,0.0,0.0,5500.0,14300.0,5000.0,No,0.0,653.0,201900.0,59100.0,Vehicle EMI,89000.0,32,Eligible,17040.0
38.0,Male,Married,Post Graduate,40800.0,Private,1.1,MNC,Family,0.0,2,1,5200.0,0.0,2800.0,9300.0,5000.0,No,0.0,582.0,239600.0,110400.0,E-commerce Shopping EMI,84000.0,22,Eligible,7400.0
32.0,Female,Married,Professional,56700.0,Private,6.6,MNC,Family,0.0,3,2,7300.0,0.0,6100.0,9900.0,3400.0,No,0.0,775.0,443200.0,142700.0,Home Appliances EMI,114000.0,6,High_Risk,19800.0
38.0,Male,Married,Graduate,73000.0,Private,0.9,Mid-size,Family,0.0,4,3,10100.0,0.0,7800.0,12400.0,11200.0,No,0.0,789.0,446400.0,106000.0,Home Appliances EMI,214000.0,32,Eligible,16632.0
32.0,Female,Married,Post Graduate,71900.0,Private,0.7,Mid-size,Rented,24800.0,3,2,13200.0,0.0,5800.0,15400.0,3900.0,No,0.0,595.0,237700.0,100000.0,Personal Loan EMI,797000.0,21,Not_Eligible,2816.0
48.0,Male,Married,Graduate,76300.0,Private,14.1,Large Indian,Rented,26600.0,4,3,2700.0,0.0,5600.0,20800.0,11700.0,Yes,20300.0,0.0,350600.0,204600.0,E-commerce Shopping EMI,98000.0,16,Not_Eligible,500.0
32.0,Male,Married,Professional,53800.0,Government,0.5,MNC,Own,0.0,2,1,0.0,0.0,7800.0,14800.0,8800.0,No,0.0,740.0,246600.0,141600.0,Home Appliances EMI,104000.0,27,Eligible,11200.0
27.0,Male,Single,Post Graduate,82400.0,Government,0.5,Large Indian,Own,0.0,3,2,0.0,17400.0,5600.0,19100.0,9500.0,Yes,18800.0,668.0,192200.0,53700.0,Education EMI,284000.0,25,Not_Eligible,4200.0
38.0,M,Married,Professional,30000.0,Private,6.5,Small,Family,0.0,3,2,12500.0,6100.0,1600.0,6800.0,3200.0,No,0.0,783.0,141800.0,48900.0,Personal Loan EMI,612000.0,28,Not_Eligible,500.0
48.0,Female,Single,Graduate,55200.0,Self-employed,2.1,MNC,Own,0.0,2,1,15000.0,14300.0,3600.0,15300.0,8800.0,No,0.0,768.0,435200.0,100900.0,Personal Loan EMI,943000.0,16,Not_Eligible,500.0
38.0,Male,Married,Professional,37800.0,Self-employed,1.1,MNC,Family,0.0,2,1,12300.0,0.0,3000.0,6000.0,5700.0,No,0.0,713.0,128500.0,27200.0,Home Appliances EMI,165000.0,29,Not_Eligible,4860.0
32.0,Male,Married,Post Graduate,118700.0,Private,6.2,MNC,Rented,37700.0,4,3,11100.0,0.0,15000.0,17900.0,19800.0,Yes,26600.0,677.0,212300.0,114500.0,Home Appliances EMI,85000.0,29,Not_Eligible,500.0
38.0,Male,Married,Post Graduate,65600.0,Private,16.0,Small,Own,0.0,2,1,9900.0,6500.0,6000.0,19500.0,7400.0,No,0.0,752.0,213300.0,111200.0,Education EMI,462000.0,17,Not_Eligible,9780.0
38.0,Female,Married,High School,41900.0,Private,1.3,Mid-size,Own,0.0,5,4,0.0,0.0,5800.0,8100.0,3400.0,No,0.0,677.0,67800.0,31200.0,Home Appliances EMI,256000.0,30,Not_Eligible,9840.0
32.0,Male,Married,Professional,58700.0,Government,0.6,Large Indian,Own,0.0,2,1,5200.0,0.0,8300.0,11900.0,5600.0,No,0.0,671.0,216500.0,92900.0,Home Appliances EMI,194000.0,13,Not_Eligible,13850.0
32.0,Male,Married,Graduate,31800.0,Private,7.1,Large Indian,Own,0.0,5,4,7800.0,0.0,2400.0,8500.0,4400.0,No,0.0,724.0,98600.0,26300.0,Education EMI,170000.0,9,Not_Eligible,4350.0
32.0,Female,Married,,75100.0,Private,3.0,Mid-size,Rented,13500.0,4,3,10700.0,0.0,6200.0,21600.0,13700.0,Yes,19400.0,711.0,511800.0,132200.0,Personal Loan EMI,474000.0,60,Not_Eligible,500.0
48.0,Female,Married,Graduate,79300.0,Private,18.3,Large Indian,Rented,13300.0,4,3,14500.0,9700.0,4300.0,12600.0,11500.0,No,0.0,822.0,502300.0,229600.0,Vehicle EMI,606000.0,82,Not_Eligible,8844.0
32.0,Female,Single,Professional,129200.0,Government,5.7,Mid-size,Rented,38300.0,3,2,3100.0,7400.0,17700.0,19900.0,24400.0,No,0.0,850.0,683200.0,166600.0,Education EMI,494000.0,7,Not_Eligible,12144.0
32.0,Male,Married,Graduate,41600.0,Private,2.6,Mid-size,Own,0.0,3,2,11800.0,0.0,5400.0,9800.0,3800.0,No,0.0,681.0,322700.0,115500.0,Home Appliances EMI,26000.0,35,Eligible,5940.0
32.0,Female,Single,High School,29800.0,Private,0.5,Mid-size,Rented,7200.0,3,2,0.0,8500.0,2500.0,8500.0,1600.0,No,0.0,608.0,165500.0,74600.0,Home Appliances EMI,230000.0,27,Not_Eligible,500.0
38.0,Female,Married,Professional,22500.0,Private,5.0,MNC,Family,0.0,3,2,0.0,0.0,3200.0,6600.0,1600.0,No,0.0,673.0,143900.0,68100.0,E-commerce Shopping EMI,34000.0,6,High_Risk,6105.0
38.0,Male,Married,Professional,73700.0,Private,5.6,Large Indian,Rented,,3,2,8000.0,6500.0,6600.0,19600.0,5000.0,Yes,21600.0,693.0,517200.0,211900.0,Vehicle EMI,895000.0,38,Not_Eligible,500.0
58.0,Female,Married,Graduate,71400.0,Private,13.4,Startup,Rented,16300.0,3,2,0.0,0.0,4900.0,19000.0,11400.0,Yes,17900.0,698.0,138600.0,52800.0,Personal Loan EMI,892000.0,53,Not_Eligible,532.0
48.0,Male,Married,Post Graduate,53000.0,Self-employed,0.5,Large Indian,Own,0.0,4,3,0.0,0.0,3000.0,13900.0,10200.0,Yes,12300.0,707.0,340300.0,138700.0,Home Appliances EMI,248000.0,24,Not_Eligible,4712.4
32.0,Female,Married,Graduate,67600.0,Government,10.0,Large Indian,Family,0.0,4,3,0.0,0.0,6400.0,18800.0,4300.0,Yes,8200.0,721.0,124800.0,33200.0,E-commerce Shopping EMI,103000.0,3,Not_Eligible,9209.2
38.0,Female,Married,High School,26100.0,Self-employed,8.8,Large Indian,Rented,4200.0,4,3,0.0,0.0,2200.0,5000.0,3400.0,No,0.0,710.0,103500.0,51900.0,Vehicle EMI,1.333e+06,34,Not_Eligible,5085.0
32.0,M,Married,Professional,96200.0,Private,2.0,Mid-size,Rented,28700.0,4,3,0.0,22300.0,10900.0,14500.0,15900.0,Yes,25300.0,682.0,224200.0,127200.0,E-commerce Shopping EMI,29000.0,19,Not_Eligible,500.0
38.0,Male,Single,Post Graduate,57300.0,Private,3.7,Startup,Rented,16800.0,1,0,0.0,0.0,7500.0,14000.0,6900.0,No,0.0,577.0,148600.0,46600.0,Home Appliances EMI,118000.0,22,Not_Eligible,4840.0
27.0,Male,Single,Professional,73300.0,Government,0.5,Startup,Own,0.0,3,2,14300.0,21800.0,7500.0,21100.0,4800.0,Yes,9200.0,553.0,361800.0,78200.0,Personal Loan EMI,106000.0,19,Not_Eligible,500.0
27.0,Male,Married,Post Graduate,50300.0,Government,0.7,Large Indian,Family,0.0,3,2,0.0,0.0,2600.0,10800.0,10000.0,Yes,8100.0,694.0,192400.0,99300.0,Home Appliances EMI,268000.0,7,Not_Eligible,6580.0
27.0,Female,Single,Professional,6721.0,Private,2.6,Large Indian,Own,0.0,1,0,0.0,0.0,5300.0,11000.0,9200.0,No,0.0,634.0,305200.0,118800.0,Education EMI,91000.0,13,Eligible,15960.0
38.0,Female,Married,Professional,22500.0,Private,4.0,Mid-size,Own,0.0,4,3,12600.0,0.0,2700.0,5400.0,1200.0,No,0.0,586.0,126100.0,27500.0,Vehicle EMI,386000.0,39,Not_Eligible,500.0
48.0,Female,Married,High School,48300.0,Private,9.7,Large Indian,Rented,9400.0,3,2,5500.0,0.0,3100.0,14100.0,4200.0,No,0.0,577.0,331600.0,123200.0,Vehicle EMI,1.292e+06,42,Not_Eligible,5280.0
27.0,Male,Single,Graduate,28700.0,Private,1.3,MNC,Rented,10000.0,1,0,0.0,0.0,3800.0,8200.0,2500.0,No,0.0,692.0,20100.0,8900.0,E-commerce Shopping EMI,132000.0,24,Not_Eligible,1680.0
32.0,Male,Married,Graduate,77800.0,Private,1.1,Mid-size,Own,0.0,2,1,0.0,0.0,8400.0,15000.0,10100.0,Yes,20700.0,609.0,546500.0,158600.0,Personal Loan EMI,553000.0,59,Not_Eligible,7268.8
38.0,Male,Married,Professional,61900.0,Private,3.0,Mid-size,Rented,19100.0,3,2,12300.0,0.0,7400.0,13500.0,11000.0,Yes,9400.0,678.0,428000.0,139900.0,E-commerce Shopping EMI,191000.0,18,Not_Eligible,500.0
32.0,Female,Single,Professional,59800.0,Government,7.2,Large Indian,Rented,18300.0,3,2,5100.0,11900.0,8100.0,13600.0,5600.0,No,0.0,700.0,123300.0,66700.0,Education EMI,473000.0,6,Not_Eligible,500.0
48.0,Male,Married,Post Graduate,65600.0,Private,15.0,MNC,Own,0.0,3,2,2600.0,0.0,6600.0,14900.0,9000.0,Yes,11100.0,651.0,390500.0,85300.0,E-commerce Shopping EMI,20000.0,23,Eligible,7490.0
38.0,Female,Married,Graduate,40700.0,Private,3.2,MNC,Own,0.0,3,2,3900.0,0.0,4400.0,11900.0,7500.0,No,0.0,723.0,58300.0,22400.0,Vehicle EMI,1.028e+06,69,Not_Eligible,5200.0
27.0,Female,Single,Graduate,43800.0,Government,1.7,Mid-size,Rented,8800.0,1,0,0.0,0.0,3400.0,9200.0,3000.0,No,0.0,698.0,95400.0,52000.0,Home Appliances EMI,52000.0,26,Eligible,9700.0
32.0,Female,Single,Graduate,79400.0,Private,1.0,MNC,Own,0.0,2,1,9000.0,0.0,4700.0,23600.0,13900.0,Yes,23300.0,661.0,458100.0,268000.0,Education EMI,176000.0,36,Not_Eligible,1715.0
32.0,Male,Married,Graduate,41000.0,Self-employed,10.0,Mid-size,Rented,9800.0,3,2,0.0,0.0,4600.0,6800.0,5900.0,Yes,9600.0,705.0,281200.0,156300.0,Education EMI,405000.0,17,Not_Eligible,1489.95
27.0,Male,Married,Professional,35900.0,Government,5.0,Mid-size,Family,0.0,2,1,12000.0,0.0,5100.0,9900.0,7000.0,Yes,10400.0,761.0,99600.0,56600.0,Personal Loan EMI,586000.0,15,Not_Eligible,500.0
32.0,Male,Single,Graduate,50900.0,Private,1.2,MNC,Own,0.0,1,0,0.0,0.0,4000.0,7900.0,6000.0,Yes,10200.0,669.0,402500.0,202100.0,Home Appliances EMI,246000.0,35,High_Risk,8778.0
32.0,Male,Married,Graduate,15000.0,Private,0.5,Large Indian,Family,0.0,5,4,10400.0,0.0,2100.0,2700.0,1000.0,Yes,1700.0,612.0,90700.0,37200.0,Personal Loan EMI,840000.0,54,Not_Eligible,500.0
27.0,Male,Single,High School,38900.0,Private,1.5,Large Indian,Family,0.0,1,0,0.0,0.0,2900.0,6500.0,3600.0,Yes,6900.0,618.0,284500.0,140500.0,Home Appliances EMI,196000.0,26,Not_Eligible,5852.0
48.0,Female,Married,Post Graduate,118000.0,Private,21.4,Large Indian,Rented,18700.0,2,1,0.0,0.0,8000.0,25900.0,22200.0,No,0.0,737.0,702600.0,197500.0,Personal Loan EMI,595000.0,26,Not_Eligible,21600.0
48.0,Female,Married,Graduate,32300.0,Private,5.8,Large Indian,Rented,8700.0,3,2,0.0,16300.0,3900.0,9000.0,4300.0,Yes,6100.0,716.0,159900.0,65300.0,E-commerce Shopping EMI,158000.0,21,Not_Eligible,500.0
38.0,Male,Married,Graduate,34700.0,Private,0.7,Startup,Rented,8100.0,4,3,4500.0,0.0,2600.0,5700.0,5300.0,Yes,9200.0,674.0,237200.0,77000.0,E-commerce Shopping EMI,137000.0,24,Not_Eligible,500.0
38.0,Female,Married,Graduate,39700.0,Private,0.7,MNC,Rented,9800.0,2,1,0.0,0.0,2300.0,8000.0,3400.0,Yes,8300.0,500.0,85100.0,25700.0,E-commerce Shopping EMI,133000.0,14,Not_Eligible,1106.0
58.0,Female,Married,Post Graduate,33600.0,Government,5.0,Large Indian,Own,0.0,5,4,8300.0,0.0,4700.0,9900.0,3900.0,No,0.0,731.0,216200.0,96900.0,Education EMI,217000.0,9,Not_Eligible,4114.0
38.0,Male,Married,High School,42700.0,Private,5.6,Large Indian,Own,0.0,3,2,3700.0,17300.0,2400.0,11500.0,5700.0,No,0.0,688.0,205800.0,116900.0,E-commerce Shopping EMI,166000.0,16,Not_Eligible,1050.0
38.0,Female,Married,Graduate,23100.0,Private,5.4,Large Indian,Own,0.0,4,3,0.0,23900.0,3100.0,6900.0,1300.0,Yes,6300.0,753.0,119000.0,42400.0,Home Appliances EMI,166000.0,20,Not_Eligible,500.0
38.0,Female,Married,Graduate,40100.0,Private,0.5,Large Indian,Own,0.0,3,2,0.0,0.0,4600.0,7300.0,3800.0,No,0.0,606.0,292200.0,141900.0,Personal Loan EMI,138000.0,54,Eligible,8588.8
48.0,Female,Married,Graduate,87100.0,Private,0.5,MNC,Family,0.0,3,2,3200.0,0.0,8300.0,16200.0,8100.0,No,0.0,727.0,513600.0,103200.0,E-commerce Shopping EMI,100000.0,14,Eligible,20520.0
27.0,Female,Single,Professional,38100.0,Self-employed,0.5,Mid-size,Own,0.0,3,2,11900.0,0.0,3900.0,7800.0,7100.0,Yes,4800.0,663.0,95000.0,43900.0,Vehicle EMI,989000.0,66,Not_Eligible,819.0
48.0,Male,Married,Post Graduate,104700.0,Private,12.2,Mid-size,Rented,29600.0,3,2,7400.0,0.0,9300.0,19200.0,11600.0,Yes,13300.0,691.0,483100.0,142300.0,Home Appliances EMI,74000.0,19,High_Risk,5005.0
38.0,Female,Married,Post Graduate,38500.0,Private,1.4,MNC,Family,0.0,4,3,2800.0,0.0,5700.0,6800.0,2500.0,Yes,10700.0,650.0,267800.0,115500.0,Education EMI,368000.0,43,Not_Eligible,3850.0
38.0,Female,Married,Graduate,68000.0,Private,4.1,Mid-size,Own,0.0,3,2,14100.0,0.0,3800.0,15900.0,9800.0,No,0.0,643.0,413800.0,163500.0,Personal Loan EMI,314000.0,38,Not_Eligible,10736.0
27.0,Male,Single,Graduate,89400.0,Private,1.7,Mid-size,Own,0.0,2,1,13900.0,12700.0,9100.0,15400.0,12300.0,No,0.0,720.0,169300.0,73200.0,Home Appliances EMI,49000.0,32,Eligible,10400.0
32.0,Male,Married,Graduate,51900.0,Private,1.0,Startup,Rented,11500.0,3,2,8600.0,0.0,3400.0,9700.0,8200.0,No,0.0,656.0,409700.0,154200.0,Vehicle EMI,607000.0,45,Not_Eligible,5775.0
32.0,Female,Married,Professional,174900.0,Private,1.3,Large Indian,Own,0.0,3,2,4900.0,0.0,24900.0,36100.0,19900.0,No,0.0,691.0,938500.0,483100.0,E-commerce Shopping EMI,23000.0,23,Eligible,44550.0
32.0,Male,Married,Post Graduate,31100.0,Private,3.2,Startup,Rented,10500.0,2,1,0.0,0.0,4300.0,6500.0,2700.0,Yes,4100.0,620.0,185000.0,39900.0,Home Appliances EMI,143000.0,15,Not_Eligible,840.0
38.0,Female,Married,Graduate,91600.0,Private,1.6,Startup,Own,0.0,3,2,6000.0,0.0,8700.0,19800.0,17800.0,No,0.0,725.0,566200.0,261700.0,Personal Loan EMI,94000.0,53,Eligible,21615.0
32.0,Female,Married,High School,45800.0,Private,1.6,MNC,Family,0.0,3,2,8900.0,0.0,3100.0,13600.0,8300.0,Yes,5200.0,0.0,48900.0,20800.0,Education EMI,282000.0,10,Not_Eligible,1876.0
32.0,Male,Married,Professional,27000.0,Private,0.6,Large Indian,Family,0.0,2,1,2200.0,0.0,3900.0,4100.0,2600.0,Yes,7400.0,542.0,162100.0,70400.0,Home Appliances EMI,36000.0,18,Not_Eligible,1047.2
27.0,Male,Single,Post Graduate,71400.0,Self-employed,1.9,Mid-size,Own,0.0,2,1,0.0,0.0,7400.0,16800.0,11400.0,No,0.0,669.0,342100.0,98300.0,Personal Loan EMI,278000.0,59,Eligible,16110.0
48.0,Male,Married,Graduate,48000.0,Private,11.4,Large Indian,Rented,10900.0,4,3,0.0,0.0,7000.0,9800.0,2600.0,No,0.0,706.0,333200.0,129600.0,Home Appliances EMI,23000.0,30,Eligible,9735.0
48.0,Female,Married,Professional,78300.0,Private,4.6,Mid-size,Own,0.0,2,1,0.0,0.0,4100.0,11800.0,15500.0,Yes,19700.0,751.0,593400.0,255900.0,Home Appliances EMI,234000.0,20,Not_Eligible,12566.4
32.0,Male,Married,Post Graduate,57200.0,Private,10.0,Mid-size,Family,0.0,4,3,13600.0,8300.0,3500.0,14300.0,11300.0,Yes,13300.0,639.0,151300.0,59900.0,Vehicle EMI,728000.0,15,Not_Eligible,500.0
38.0,Female,Married,Graduate,33300.0,Government,5.9,Large Indian,Rented,8300.0,2,1,0.0,0.0,3800.0,5700.0,6400.0,No,0.0,818.0,101800.0,47600.0,Home Appliances EMI,22000.0,33,Eligible,6006.0
32.0,Female,Married,Graduate,67200.0,Self-employed,0.5,Mid-size,Family,0.0,4,3,5800.0,6900.0,9300.0,18800.0,7500.0,Yes,16800.0,628.0,496600.0,237400.0,Home Appliances EMI,54000.0,28,Not_Eligible,582.12
38.0,Male,Married,Graduate,52800.0,Private,14.0,MNC,Rented,16400.0,5,4,8400.0,0.0,6400.0,7900.0,8700.0,No,0.0,708.0,60700.0,35900.0,Education EMI,314000.0,17,Not_Eligible,2000.0
48.0,Female,Married,Post Graduate,19500.0,Private,4.9,MNC,Own,0.0,2,1,0.0,0.0,1100.0,3400.0,3600.0,Yes,3800.0,709.0,71100.0,30900.0,Vehicle EMI,1.122e+06,32,Not_Eligible,2660.0
32.0,Male,Single,Graduate,44700.0,Government,9.4,Mid-size,Family,,1,0,0.0,0.0,3600.0,7500.0,3800.0,Yes,6200.0,768.0,347500.0,99700.0,Personal Loan EMI,644000.0,28,Not_Eligible,11993.52
27.0,Female,Single,Graduate,26500.0,Private,2.4,Large Indian,Rented,4700.0,2,1,8200.0,0.0,1800.0,5300.0,3100.0,No,0.0,678.0,122000.0,70100.0,Home Appliances EMI,246000.0,8,Not_Eligible,1700.0
58.0,Female,Married,High School,48600.0,Private,33.7,Large Indian,Own,0.0,2,1,4400.0,0.0,2600.0,13500.0,9500.0,No,0.0,755.0,311200.0,85300.0,E-commerce Shopping EMI,126000.0,8,Not_Eligible,12276.0
27.0,Female,Married,High School,58500.0,Private,3.9,Startup,Rented,15700.0,5,4,0.0,15600.0,4900.0,16600.0,4300.0,Yes,11900.0,647.0,259500.0,91800.0,Vehicle EMI,177000.0,76,Not_Eligible,500.0
38.0,Male,Married,Graduate,47100.0,Private,7.0,Startup,Own,0.0,2,1,10200.0,0.0,6100.0,11900.0,4300.0,No,0.0,767.0,314500.0,141800.0,E-commerce Shopping EMI,191000.0,15,Not_Eligible,9636.0
48.0,Male,Married,Post Graduate,57800.0,Self-employed,6.2,Large Indian,Rented,17200.0,5,4,8800.0,0.0,6200.0,12900.0,5300.0,No,0.0,648.0,328900.0,127700.0,Home Appliances EMI,62000.0,18,Not_Eligible,2664.0
38.0,Female,Married,Post Graduate,68200.0,Private,1.2,Large Indian,Family,0.0,4,3,0.0,13200.0,9500.0,18600.0,9500.0,Yes,9600.0,669.0,459700.0,236900.0,E-commerce Shopping EMI,31000.0,7,Not_Eligible,3003.0
